Cliente_ID,Nome_Cliente,CNPJ_CPF,Data_Vencimento,Valor_Devido,Valor_Pago,Cidade,Regiao
4777,Cliente 4777,22.333.444/0001-88,2025-01-31,4213.78,136464.51,São Paulo,Sudeste
4778,Cliente 4778,22.333.444/0001-88,2025-08-02,25101.99,144081.04,Rio,Sul
4779,Cliente 4779,11.222.333/0001-99,2025-07-11,783.49,25537.09,São Paulo,Sul
4780,Cliente 4780,22.333.444/0001-88,2025-07-23,26503.87,42220.27,BH,Sudeste
4781,Cliente 4781,11.222.333/0001-99,2023-01-25,27121.0,41018.69,Rio,Sudeste
4782,Cliente 4782,22.333.444/0001-88,2025-03-16,322.29,15094.14,São Paulo,Sudeste
4783,Cliente 4783,22.333.444/0001-88,2025-02-02,181.54,72441.59,São Paulo,Sul
4784,Cliente 4784,22.333.444/0001-88,2025-12-19,2806.38,76962.21,Rio,Sul
4785,Cliente 4785,11.222.333/0001-99,2024-03-09,18275.28,85946.74,BH,Sudeste
4786,Cliente 4786,11.222.333/0001-99,2025-05-28,585.45,99443.75,Rio,Sul
4787,Cliente 4787,22.333.444/0001-88,2025-12-25,283.26,9437.62,BH,Sudeste
4788,Cliente 4788,11.222.333/0001-99,2025-06-28,5378.22,93372.53,Rio,Sudeste
4789,Cliente 4789,22.333.444/0001-88,2024-07-18,11918.69,137071.39,São Paulo,Sudeste
4790,Cliente 4790,11.222.333/0001-99,2023-04-16,1896.46,68248.65,São Paulo,Sudeste
4791,Cliente 4791,11.222.333/0001-99,2023-04-06,2126.35,16006.87,São Paulo,Sudeste
4792,Cliente 4792,11.222.333/0001-99,2023-06-17,11817.82,12891.6,BH,Sul
4793,Cliente 4793,22.333.444/0001-88,2023-02-11,1454.05,42262.84,BH,Sul
4794,Cliente 4794,11.222.333/0001-99,2023-04-14,1615.16,112878.69,Rio,Sudeste
4795,Cliente 4795,11.222.333/0001-99,2026-05-12,7245.98,39149.95,BH,Sul
4796,Cliente 4796,22.333.444/0001-88,2024-06-03,8472.64,122149.64,BH,Sul
4797,Cliente 4797,22.333.444/0001-88,2023-10-09,3592.14,122948.87,Rio,Sul
4798,Cliente 4798,22.333.444/0001-88,2025-12-02,39272.41,68566.78,BH,Sudeste
4799,Cliente 4799,22.333.444/0001-88,2025-08-04,14040.23,45118.33,Rio,Sudeste
4800,Cliente 4800,11.222.333/0001-99,2026-02-07,3006.97,89650.07,BH,Sudeste
4801,Cliente 4801,11.222.333/0001-99,2026-05-18,806.74,121579.52,BH,Sul
4802,Cliente 4802,11.222.333/0001-99,2025-01-18,19692.47,9685.62,São Paulo,Sul
4803,Cliente 4803,11.222.333/0001-99,2025-04-10,20682.98,143013.53,BH,Sudeste
4804,Cliente 4804,11.222.333/0001-99,2023-02-18,4278.52,96885.04,Rio,Sul
4805,Cliente 4805,22.333.444/0001-88,2023-04-25,7241.87,59722.16,Rio,Sul
4806,Cliente 4806,11.222.333/0001-99,2026-03-24,13118.0,75902.89,São Paulo,Sudeste
4807,Cliente 4807,11.222.333/0001-99,2024-05-17,46367.08,57838.87,Rio,Sul
4808,Cliente 4808,11.222.333/0001-99,2025-09-12,17020.32,61891.65,São Paulo,Sul
4809,Cliente 4809,22.333.444/0001-88,2023-03-12,9163.88,89342.49,BH,Sul
4810,Cliente 4810,22.333.444/0001-88,2025-10-08,18063.52,9036.07,São Paulo,Sudeste
4811,Cliente 4811,11.222.333/0001-99,2026-09-21,24626.37,26306.57,BH,Sudeste
4812,Cliente 4812,22.333.444/0001-88,2023-03-08,7179.66,34055.94,Rio,Sul
4813,Cliente 4813,22.333.444/0001-88,2025-08-24,17757.1,61127.14,São Paulo,Sul
4814,Cliente 4814,22.333.444/0001-88,2026-05-21,1906.77,55658.63,Rio,Sul
4815,Cliente 4815,22.333.444/0001-88,2023-06-30,20939.07,108330.68,Rio,Sul
4816,Cliente 4816,22.333.444/0001-88,2024-09-04,1929.09,38876.91,Rio,Sul
4817,Cliente 4817,22.333.444/0001-88,2024-11-27,1197.91,8560.82,Rio,Sul
4818,Cliente 4818,22.333.444/0001-88,2024-08-25,4103.6,8316.34,Rio,Sul
4819,Cliente 4819,11.222.333/0001-99,2023-09-05,751.1,1696.96,São Paulo,Sul
4820,Cliente 4820,11.222.333/0001-99,2026-05-22,2132.17,5703.9,Rio,Sudeste
4821,Cliente 4821,22.333.444/0001-88,2023-12-25,8348.72,128799.1,São Paulo,Sudeste
4822,Cliente 4822,11.222.333/0001-99,2023-09-06,7252.44,104586.44,São Paulo,Sul
4823,Cliente 4823,11.222.333/0001-99,2024-09-29,12032.69,149389.67,São Paulo,Sul
4824,Cliente 4824,22.333.444/0001-88,2025-08-07,12295.69,3046.91,Rio,Sul
4825,Cliente 4825,11.222.333/0001-99,2026-01-16,8299.03,127350.23,Rio,Sudeste
4826,Cliente 4826,22.333.444/0001-88,2024-10-24,1491.73,104408.45,São Paulo,Sul
4827,Cliente 4827,22.333.444/0001-88,2023-06-25,17900.39,96051.36,Rio,Sul
4828,Cliente 4828,22.333.444/0001-88,2024-12-23,4215.55,53479.82,São Paulo,Sul
4829,Cliente 4829,11.222.333/0001-99,2024-03-01,6880.04,56509.11,Rio,Sudeste
4830,Cliente 4830,11.222.333/0001-99,2025-02-09,5685.93,126834.18,Rio,Sudeste
4831,Cliente 4831,11.222.333/0001-99,2024-12-03,44553.28,107022.58,São Paulo,Sul
4832,Cliente 4832,11.222.333/0001-99,2023-03-22,922.58,100547.49,Rio,Sul
4833,Cliente 4833,22.333.444/0001-88,2025-07-15,3040.04,4597.4,São Paulo,Sul
4834,Cliente 4834,22.333.444/0001-88,2023-05-18,10341.25,27647.95,São Paulo,Sudeste
4835,Cliente 4835,11.222.333/0001-99,2026-12-27,5067.85,144393.67,Rio,Sudeste
4836,Cliente 4836,22.333.444/0001-88,2024-04-14,2493.45,68155.69,Rio,Sul
4837,Cliente 4837,22.333.444/0001-88,2023-12-16,335.21,117208.98,São Paulo,Sul
4838,Cliente 4838,11.222.333/0001-99,2026-02-23,3288.86,58398.78,São Paulo,Sudeste
4839,Cliente 4839,22.333.444/0001-88,2026-08-25,8163.22,114648.43,São Paulo,Sudeste
4840,Cliente 4840,11.222.333/0001-99,2026-06-07,10518.81,17881.89,BH,Sudeste
4841,Cliente 4841,22.333.444/0001-88,2026-09-30,3884.29,6319.2,Rio,Sul
4842,Cliente 4842,11.222.333/0001-99,2023-11-06,6305.44,69926.49,BH,Sudeste
4843,Cliente 4843,22.333.444/0001-88,2025-11-09,991.4,88746.93,São Paulo,Sudeste
4844,Cliente 4844,22.333.444/0001-88,2025-09-28,8477.44,48555.28,BH,Sudeste
4845,Cliente 4845,11.222.333/0001-99,2023-09-26,4980.14,107400.69,São Paulo,Sul
4846,Cliente 4846,11.222.333/0001-99,2025-10-23,6193.73,74372.95,BH,Sul
4847,Cliente 4847,11.222.333/0001-99,2025-02-08,3614.75,139247.53,BH,Sul
4848,Cliente 4848,11.222.333/0001-99,2023-01-16,6620.67,12748.58,Rio,Sudeste
4849,Cliente 4849,22.333.444/0001-88,2024-08-28,11949.64,9985.25,Rio,Sudeste
4850,Cliente 4850,22.333.444/0001-88,2026-10-13,7027.89,135768.28,BH,Sul
4851,Cliente 4851,11.222.333/0001-99,2025-03-23,382.97,100366.07,São Paulo,Sudeste
4852,Cliente 4852,22.333.444/0001-88,2026-03-02,7234.61,100667.74,Rio,Sul
4853,Cliente 4853,11.222.333/0001-99,2026-08-28,2855.45,4133.28,BH,Sudeste
4854,Cliente 4854,11.222.333/0001-99,2024-04-26,1823.53,140651.28,São Paulo,Sul
4855,Cliente 4855,22.333.444/0001-88,2025-06-13,32495.02,115773.76,Rio,Sul
4856,Cliente 4856,22.333.444/0001-88,2026-08-21,1332.06,114647.22,BH,Sul
4857,Cliente 4857,11.222.333/0001-99,2023-09-26,1560.01,136789.45,São Paulo,Sudeste
4858,Cliente 4858,11.222.333/0001-99,2024-02-18,213.16,86722.97,São Paulo,Sul
4859,Cliente 4859,11.222.333/0001-99,2023-01-25,36927.83,59199.96,BH,Sul
4860,Cliente 4860,22.333.444/0001-88,2023-11-12,17113.17,72101.88,São Paulo,Sudeste
4861,Cliente 4861,22.333.444/0001-88,2024-07-24,3086.77,116586.11,BH,Sudeste
4862,Cliente 4862,22.333.444/0001-88,2024-12-25,11590.25,115309.5,São Paulo,Sudeste
4863,Cliente 4863,22.333.444/0001-88,2025-10-04,217.93,91437.99,BH,Sudeste
4864,Cliente 4864,11.222.333/0001-99,2026-07-23,9560.55,32712.05,Rio,Sul
4865,Cliente 4865,11.222.333/0001-99,2024-01-24,1480.46,122832.61,São Paulo,Sul
4866,Cliente 4866,11.222.333/0001-99,2024-12-22,51187.65,97086.24,BH,Sul
4867,Cliente 4867,11.222.333/0001-99,2024-03-19,8221.92,33189.3,BH,Sudeste
4868,Cliente 4868,11.222.333/0001-99,2025-09-25,5904.14,72096.67,São Paulo,Sul
4869,Cliente 4869,11.222.333/0001-99,2026-12-21,1557.77,149580.95,Rio,Sudeste
4870,Cliente 4870,22.333.444/0001-88,2025-12-16,1571.47,49256.98,BH,Sul
4871,Cliente 4871,22.333.444/0001-88,2024-11-27,11266.34,17484.09,Rio,Sudeste
4872,Cliente 4872,11.222.333/0001-99,2025-08-28,1537.49,3250.11,São Paulo,Sudeste
4873,Cliente 4873,11.222.333/0001-99,2024-12-21,1455.15,27694.85,Rio,Sudeste
4874,Cliente 4874,22.333.444/0001-88,2024-01-03,35239.35,28044.95,São Paulo,Sudeste
4875,Cliente 4875,22.333.444/0001-88,2023-12-08,7350.84,128710.27,BH,Sudeste
4876,Cliente 4876,22.333.444/0001-88,2023-10-31,1059.27,23423.21,Rio,Sul
4877,Cliente 4877,22.333.444/0001-88,2025-02-02,10640.74,129397.64,São Paulo,Sudeste
4878,Cliente 4878,11.222.333/0001-99,2026-10-29,3325.3,13007.48,BH,Sudeste
4879,Cliente 4879,11.222.333/0001-99,2025-03-26,414.82,135996.64,Rio,Sul
4880,Cliente 4880,11.222.333/0001-99,2023-04-22,2443.99,38453.03,São Paulo,Sudeste
4881,Cliente 4881,11.222.333/0001-99,2025-05-27,1132.28,91724.71,Rio,Sul
4882,Cliente 4882,11.222.333/0001-99,2025-10-26,7031.03,23959.08,BH,Sul
4883,Cliente 4883,22.333.444/0001-88,2025-07-18,1962.91,58508.34,BH,Sudeste
4884,Cliente 4884,11.222.333/0001-99,2024-12-03,5581.78,12865.17,São Paulo,Sul
4885,Cliente 4885,22.333.444/0001-88,2025-04-25,12491.0,86929.23,Rio,Sudeste
4886,Cliente 4886,11.222.333/0001-99,2025-08-01,133966.3,51881.62,Rio,Sudeste
4887,Cliente 4887,11.222.333/0001-99,2023-10-06,78579.15,127822.51,BH,Sudeste
4888,Cliente 4888,11.222.333/0001-99,2024-01-17,6718.02,27272.47,Rio,Sul
4889,Cliente 4889,11.222.333/0001-99,2023-01-13,4565.82,41998.21,Rio,Sudeste
4890,Cliente 4890,11.222.333/0001-99,2023-10-30,2136.39,26588.2,Rio,Sul
4891,Cliente 4891,22.333.444/0001-88,2023-06-09,492.58,84573.42,São Paulo,Sudeste
4892,Cliente 4892,22.333.444/0001-88,2023-06-03,200.17,16762.08,BH,Sudeste
4893,Cliente 4893,22.333.444/0001-88,2025-01-23,1510.53,28403.55,São Paulo,Sudeste
4894,Cliente 4894,11.222.333/0001-99,2023-06-30,48650.76,101773.49,BH,Sudeste
4895,Cliente 4895,11.222.333/0001-99,2026-04-18,46366.69,11162.18,São Paulo,Sul
4896,Cliente 4896,22.333.444/0001-88,2024-01-12,5433.29,111474.55,São Paulo,Sudeste
4897,Cliente 4897,11.222.333/0001-99,2025-02-14,9426.71,15650.02,São Paulo,Sudeste
4898,Cliente 4898,11.222.333/0001-99,2026-04-06,2107.79,87823.31,Rio,Sudeste
4899,Cliente 4899,22.333.444/0001-88,2026-05-22,4711.63,149671.42,BH,Sudeste
4900,Cliente 4900,11.222.333/0001-99,2026-03-19,1657.98,26083.94,São Paulo,Sudeste
4901,Cliente 4901,22.333.444/0001-88,2023-01-16,1653.82,39162.95,Rio,Sudeste
4902,Cliente 4902,11.222.333/0001-99,2026-01-19,11586.0,134764.0,São Paulo,Sul
4903,Cliente 4903,22.333.444/0001-88,2026-02-17,2106.09,93942.98,Rio,Sul
4904,Cliente 4904,11.222.333/0001-99,2023-09-10,9789.17,73879.69,São Paulo,Sul
4905,Cliente 4905,11.222.333/0001-99,2025-12-19,3999.53,84405.76,BH,Sudeste
4906,Cliente 4906,22.333.444/0001-88,2026-07-13,35775.59,44324.3,BH,Sudeste
4907,Cliente 4907,11.222.333/0001-99,2026-12-03,10649.6,128298.27,São Paulo,Sudeste
4908,Cliente 4908,11.222.333/0001-99,2023-01-31,6919.21,111790.35,São Paulo,Sul
4909,Cliente 4909,22.333.444/0001-88,2025-11-10,663.51,96369.96,São Paulo,Sul
4910,Cliente 4910,11.222.333/0001-99,2024-12-31,2473.25,139761.39,São Paulo,Sudeste
4911,Cliente 4911,22.333.444/0001-88,2023-10-16,4580.68,86716.63,Rio,Sul
4912,Cliente 4912,11.222.333/0001-99,2024-05-12,5304.9,76781.57,BH,Sul
4913,Cliente 4913,11.222.333/0001-99,2026-11-29,12438.11,146354.01,Rio,Sudeste
4914,Cliente 4914,11.222.333/0001-99,2024-07-01,6557.92,30902.12,BH,Sudeste
4915,Cliente 4915,11.222.333/0001-99,2025-08-18,1156.88,21295.23,São Paulo,Sul
4916,Cliente 4916,22.333.444/0001-88,2023-05-12,11259.42,24342.43,BH,Sul
4917,Cliente 4917,11.222.333/0001-99,2026-09-09,2576.6,148416.3,São Paulo,Sudeste
4918,Cliente 4918,22.333.444/0001-88,2025-05-07,1985.16,97837.66,São Paulo,Sul
4919,Cliente 4919,11.222.333/0001-99,2026-03-01,1049.64,45888.43,Rio,Sul
4920,Cliente 4920,11.222.333/0001-99,2024-06-04,3005.32,37346.67,BH,Sudeste
4921,Cliente 4921,11.222.333/0001-99,2023-01-30,2252.75,8495.79,Rio,Sudeste
4922,Cliente 4922,11.222.333/0001-99,2024-09-18,24960.2,19792.1,Rio,Sul
4923,Cliente 4923,22.333.444/0001-88,2026-08-17,3379.51,136225.89,Rio,Sul
4924,Cliente 4924,22.333.444/0001-88,2023-01-04,10352.94,112101.16,Rio,Sudeste
4925,Cliente 4925,22.333.444/0001-88,2026-09-10,393.93,141233.96,BH,Sudeste
4926,Cliente 4926,22.333.444/0001-88,2024-05-23,13935.64,63559.64,BH,Sudeste
4927,Cliente 4927,11.222.333/0001-99,2026-06-14,12063.47,90185.59,Rio,Sul
4928,Cliente 4928,22.333.444/0001-88,2023-01-16,640.33,72550.69,BH,Sul
4929,Cliente 4929,22.333.444/0001-88,2025-09-23,1450.15,132207.81,São Paulo,Sudeste
4930,Cliente 4930,11.222.333/0001-99,2025-08-13,1942.65,148707.28,BH,Sul
4931,Cliente 4931,11.222.333/0001-99,2026-06-07,3700.51,139916.28,Rio,Sul
4932,Cliente 4932,11.222.333/0001-99,2026-02-04,1831.93,89708.38,São Paulo,Sudeste
4933,Cliente 4933,11.222.333/0001-99,2026-11-13,3487.9,9270.3,São Paulo,Sul
4934,Cliente 4934,22.333.444/0001-88,2023-09-20,12270.94,92628.99,São Paulo,Sul
4935,Cliente 4935,22.333.444/0001-88,2025-12-24,2249.73,14557.11,São Paulo,Sul
4936,Cliente 4936,11.222.333/0001-99,2023-09-22,7451.32,20823.22,São Paulo,Sul
4937,Cliente 4937,11.222.333/0001-99,2026-09-23,6283.95,28701.7,Rio,Sudeste
4938,Cliente 4938,11.222.333/0001-99,2026-08-17,78.22,54524.01,Rio,Sul
4939,Cliente 4939,22.333.444/0001-88,2024-01-13,1586.11,88767.97,São Paulo,Sudeste
4940,Cliente 4940,22.333.444/0001-88,2026-04-13,19534.34,50033.05,Rio,Sul
4941,Cliente 4941,11.222.333/0001-99,2025-08-20,1404.41,67840.07,BH,Sul
4942,Cliente 4942,11.222.333/0001-99,2026-03-21,1097.55,7093.35,Rio,Sudeste
4943,Cliente 4943,22.333.444/0001-88,2024-04-20,20957.47,92963.67,BH,Sul
4944,Cliente 4944,11.222.333/0001-99,2026-07-13,6092.55,98554.76,Rio,Sul
4945,Cliente 4945,11.222.333/0001-99,2023-11-25,37803.78,14908.52,BH,Sul
4946,Cliente 4946,22.333.444/0001-88,2026-04-01,2563.89,117767.57,BH,Sul
4947,Cliente 4947,11.222.333/0001-99,2024-03-13,26449.38,97118.93,São Paulo,Sul
4948,Cliente 4948,22.333.444/0001-88,2026-09-28,1416.04,73459.41,Rio,Sul
4949,Cliente 4949,11.222.333/0001-99,2026-10-22,134.85,82928.98,São Paulo,Sul
4950,Cliente 4950,11.222.333/0001-99,2026-05-07,12614.25,75456.86,BH,Sudeste
4951,Cliente 4951,22.333.444/0001-88,2023-01-16,10965.68,8068.94,Rio,Sudeste
4952,Cliente 4952,22.333.444/0001-88,2026-08-12,12607.34,110272.42,Rio,Sudeste
4953,Cliente 4953,11.222.333/0001-99,2025-05-17,3680.66,76771.6,São Paulo,Sul
4954,Cliente 4954,22.333.444/0001-88,2024-05-25,38320.15,25923.58,Rio,Sudeste
4955,Cliente 4955,11.222.333/0001-99,2025-09-10,16509.84,102109.63,Rio,Sul
4956,Cliente 4956,11.222.333/0001-99,2026-06-16,15597.82,104259.84,Rio,Sul
4957,Cliente 4957,22.333.444/0001-88,2024-08-03,5827.34,32024.32,BH,Sudeste
4958,Cliente 4958,11.222.333/0001-99,2026-08-17,745.61,119474.26,São Paulo,Sul
4959,Cliente 4959,11.222.333/0001-99,2023-01-06,5402.98,68475.71,BH,Sudeste
4960,Cliente 4960,22.333.444/0001-88,2026-05-28,8129.37,27091.44,São Paulo,Sudeste
4961,Cliente 4961,22.333.444/0001-88,2025-10-15,84619.97,98643.0,BH,Sudeste
4962,Cliente 4962,11.222.333/0001-99,2026-12-27,7132.82,89509.04,BH,Sudeste
4963,Cliente 4963,22.333.444/0001-88,2025-03-17,1136.24,25560.95,BH,Sul
4964,Cliente 4964,22.333.444/0001-88,2026-11-10,9454.1,130852.33,BH,Sudeste
4965,Cliente 4965,22.333.444/0001-88,2024-09-10,28581.96,128180.15,São Paulo,Sudeste
4966,Cliente 4966,22.333.444/0001-88,2026-08-11,53744.18,125436.69,Rio,Sul
4967,Cliente 4967,11.222.333/0001-99,2026-02-15,4231.61,59884.18,São Paulo,Sudeste
4968,Cliente 4968,11.222.333/0001-99,2024-02-09,3716.64,123693.42,Rio,Sul
4969,Cliente 4969,11.222.333/0001-99,2025-09-23,681.37,126719.3,São Paulo,Sudeste
4970,Cliente 4970,22.333.444/0001-88,2024-08-16,2111.85,149481.04,São Paulo,Sudeste
4971,Cliente 4971,22.333.444/0001-88,2024-07-19,9008.65,143640.69,São Paulo,Sul
4972,Cliente 4972,22.333.444/0001-88,2025-01-21,582.07,57427.1,São Paulo,Sudeste
4973,Cliente 4973,22.333.444/0001-88,2023-01-12,86385.32,29730.64,BH,Sudeste
4974,Cliente 4974,22.333.444/0001-88,2026-05-17,2982.94,43869.36,São Paulo,Sul
4975,Cliente 4975,22.333.444/0001-88,2023-06-14,5816.79,74217.18,São Paulo,Sudeste
4976,Cliente 4976,22.333.444/0001-88,2025-05-27,7934.68,120818.65,Rio,Sudeste
4977,Cliente 4977,11.222.333/0001-99,2026-08-10,23880.15,108447.61,BH,Sul
4978,Cliente 4978,11.222.333/0001-99,2023-03-19,7139.49,118156.91,BH,Sudeste
4979,Cliente 4979,22.333.444/0001-88,2026-12-28,1101.75,56988.96,São Paulo,Sul
4980,Cliente 4980,22.333.444/0001-88,2024-09-05,8870.86,37035.7,São Paulo,Sul
4981,Cliente 4981,22.333.444/0001-88,2025-05-18,23810.04,3619.45,BH,Sudeste
4982,Cliente 4982,11.222.333/0001-99,2025-03-22,1404.48,93927.54,BH,Sul
4983,Cliente 4983,11.222.333/0001-99,2026-01-05,15063.74,119255.66,São Paulo,Sudeste
4984,Cliente 4984,22.333.444/0001-88,2025-12-07,7016.0,133371.07,São Paulo,Sul
4985,Cliente 4985,22.333.444/0001-88,2025-02-05,5615.07,71435.68,São Paulo,Sudeste
4986,Cliente 4986,11.222.333/0001-99,2023-03-23,2006.24,139146.87,Rio,Sudeste
4987,Cliente 4987,11.222.333/0001-99,2023-07-28,3600.61,30361.81,BH,Sul
4988,Cliente 4988,11.222.333/0001-99,2024-06-05,9081.57,77156.72,Rio,Sul
4989,Cliente 4989,11.222.333/0001-99,2025-11-18,2713.93,32065.16,BH,Sudeste
4990,Cliente 4990,22.333.444/0001-88,2026-08-20,1247.63,28211.33,BH,Sudeste
4991,Cliente 4991,11.222.333/0001-99,2025-09-20,1178.29,143008.22,BH,Sudeste
4992,Cliente 4992,11.222.333/0001-99,2024-04-09,7282.93,122661.1,BH,Sudeste
4993,Cliente 4993,22.333.444/0001-88,2024-09-19,9749.58,1769.98,BH,Sul
4994,Cliente 4994,11.222.333/0001-99,2025-02-19,4470.4,40276.95,São Paulo,Sul
4995,Cliente 4995,11.222.333/0001-99,2026-12-22,62390.71,30770.29,Rio,Sudeste
4996,Cliente 4996,11.222.333/0001-99,2024-07-12,454.44,22070.13,Rio,Sudeste
4997,Cliente 4997,22.333.444/0001-88,2026-10-14,8363.14,104611.86,BH,Sudeste
4998,Cliente 4998,11.222.333/0001-99,2025-08-17,373.52,85025.67,Rio,Sul
4999,Cliente 4999,22.333.444/0001-88,2023-04-01,4249.99,68090.19,Rio,Sudeste
5000,Cliente 5000,22.333.444/0001-88,2025-12-12,6974.83,28424.56,São Paulo,Sudeste
5001,Cliente 5001,11.222.333/0001-99,2025-05-09,3838.65,41642.71,BH,Sul
5002,Cliente 5002,11.222.333/0001-99,2026-05-12,319.58,53415.16,São Paulo,Sudeste
5003,Cliente 5003,11.222.333/0001-99,2024-07-09,4301.99,117822.4,Rio,Sudeste
5004,Cliente 5004,11.222.333/0001-99,2023-06-05,4934.91,148378.42,BH,Sul
5005,Cliente 5005,22.333.444/0001-88,2023-01-02,17265.67,27596.56,BH,Sudeste
5006,Cliente 5006,11.222.333/0001-99,2026-10-12,666.58,51228.4,BH,Sudeste
5007,Cliente 5007,11.222.333/0001-99,2025-04-04,36951.01,42030.23,BH,Sul
5008,Cliente 5008,11.222.333/0001-99,2025-03-12,144.76,6610.11,BH,Sudeste
5009,Cliente 5009,22.333.444/0001-88,2025-09-09,800.79,32882.83,BH,Sul
5010,Cliente 5010,11.222.333/0001-99,2025-12-17,6289.22,135242.09,São Paulo,Sul
5011,Cliente 5011,11.222.333/0001-99,2026-07-01,7592.53,126428.73,São Paulo,Sul
5012,Cliente 5012,22.333.444/0001-88,2026-04-18,40812.24,25139.6,Rio,Sudeste
5013,Cliente 5013,22.333.444/0001-88,2024-05-07,6441.76,54924.45,BH,Sul
5014,Cliente 5014,11.222.333/0001-99,2024-10-30,4263.5,46620.46,BH,Sul
5015,Cliente 5015,11.222.333/0001-99,2025-11-24,9156.43,22161.12,São Paulo,Sudeste
5016,Cliente 5016,11.222.333/0001-99,2023-03-16,185.35,93331.23,Rio,Sudeste
5017,Cliente 5017,11.222.333/0001-99,2025-08-01,1199.03,83594.66,Rio,Sudeste
5018,Cliente 5018,11.222.333/0001-99,2026-08-05,948.17,64048.7,BH,Sul
5019,Cliente 5019,22.333.444/0001-88,2024-01-06,18633.41,128324.75,Rio,Sudeste
5020,Cliente 5020,22.333.444/0001-88,2024-08-09,30333.57,92956.7,Rio,Sudeste
5021,Cliente 5021,11.222.333/0001-99,2023-11-25,66899.84,38891.05,BH,Sul
5022,Cliente 5022,11.222.333/0001-99,2024-08-12,10909.33,56055.71,BH,Sul
5023,Cliente 5023,22.333.444/0001-88,2025-02-15,17133.91,22523.51,BH,Sul
5024,Cliente 5024,11.222.333/0001-99,2023-10-31,5605.56,88705.99,São Paulo,Sudeste
5025,Cliente 5025,11.222.333/0001-99,2024-08-01,2442.97,87994.36,BH,Sul
5026,Cliente 5026,11.222.333/0001-99,2023-08-09,1084.15,130527.55,Rio,Sudeste
5027,Cliente 5027,11.222.333/0001-99,2025-09-05,956.33,128372.51,São Paulo,Sul
5028,Cliente 5028,11.222.333/0001-99,2026-04-02,720.77,125541.31,Rio,Sudeste
5029,Cliente 5029,22.333.444/0001-88,2024-01-10,13678.12,82342.85,São Paulo,Sul
5030,Cliente 5030,11.222.333/0001-99,2026-05-28,2768.6,97802.97,BH,Sul
5031,Cliente 5031,11.222.333/0001-99,2026-07-01,1784.76,116331.29,Rio,Sudeste
5032,Cliente 5032,11.222.333/0001-99,2023-07-07,287.72,13752.72,São Paulo,Sul
5033,Cliente 5033,22.333.444/0001-88,2026-04-29,1368.62,45089.68,Rio,Sul
5034,Cliente 5034,22.333.444/0001-88,2026-11-13,3288.06,25363.49,BH,Sul
5035,Cliente 5035,22.333.444/0001-88,2026-05-23,571.94,76720.15,São Paulo,Sul
5036,Cliente 5036,22.333.444/0001-88,2026-10-30,203616.64,125650.19,Rio,Sul
5037,Cliente 5037,11.222.333/0001-99,2026-01-14,752.58,34606.8,São Paulo,Sudeste
5038,Cliente 5038,22.333.444/0001-88,2024-04-18,24676.88,109635.53,BH,Sul
5039,Cliente 5039,11.222.333/0001-99,2025-04-23,4151.68,60873.6,São Paulo,Sul
5040,Cliente 5040,11.222.333/0001-99,2024-06-14,2223.74,135461.24,São Paulo,Sul
5041,Cliente 5041,22.333.444/0001-88,2025-12-06,3466.14,94018.43,Rio,Sul
5042,Cliente 5042,22.333.444/0001-88,2025-12-24,5012.47,146482.95,São Paulo,Sudeste
5043,Cliente 5043,22.333.444/0001-88,2025-08-20,6748.82,36850.47,BH,Sudeste
5044,Cliente 5044,22.333.444/0001-88,2024-04-19,1243.02,138593.76,Rio,Sudeste
5045,Cliente 5045,22.333.444/0001-88,2026-03-15,10754.17,53558.36,São Paulo,Sudeste
5046,Cliente 5046,11.222.333/0001-99,2025-08-03,3324.15,93295.12,BH,Sudeste
5047,Cliente 5047,22.333.444/0001-88,2026-11-06,762.22,26176.23,BH,Sudeste
5048,Cliente 5048,22.333.444/0001-88,2025-12-25,2700.07,113967.77,São Paulo,Sul
5049,Cliente 5049,22.333.444/0001-88,2024-05-31,35866.78,146737.57,São Paulo,Sul
5050,Cliente 5050,11.222.333/0001-99,2026-01-21,6682.2,118113.92,Rio,Sul
5051,Cliente 5051,22.333.444/0001-88,2024-03-01,4946.3,92369.51,BH,Sul
5052,Cliente 5052,11.222.333/0001-99,2026-01-22,2816.39,67232.1,BH,Sudeste
5053,Cliente 5053,22.333.444/0001-88,2023-05-13,3144.0,51785.45,BH,Sudeste
5054,Cliente 5054,22.333.444/0001-88,2026-12-28,6688.51,62851.89,São Paulo,Sudeste
5055,Cliente 5055,11.222.333/0001-99,2026-09-26,3389.12,49243.25,São Paulo,Sudeste
5056,Cliente 5056,22.333.444/0001-88,2023-11-10,9281.3,124906.48,São Paulo,Sudeste
5057,Cliente 5057,11.222.333/0001-99,2024-08-13,7727.66,133966.67,Rio,Sudeste
5058,Cliente 5058,11.222.333/0001-99,2026-05-20,925.04,142448.65,BH,Sudeste
5059,Cliente 5059,11.222.333/0001-99,2025-10-05,10290.97,62754.35,BH,Sul
5060,Cliente 5060,22.333.444/0001-88,2023-06-08,1291.51,81932.88,São Paulo,Sudeste
5061,Cliente 5061,22.333.444/0001-88,2026-07-15,1219.24,86534.31,Rio,Sudeste
5062,Cliente 5062,22.333.444/0001-88,2024-10-22,4743.95,97663.23,Rio,Sul
5063,Cliente 5063,11.222.333/0001-99,2025-01-17,7055.0,368.45,Rio,Sudeste
5064,Cliente 5064,22.333.444/0001-88,2025-03-11,11624.8,126403.45,Rio,Sul
